0.23845,-0.05948,-0.41816000000000003
0.23845,-0.05948,-0.41816000000000003
0.23582,-0.05886,-0.41416000000000003
0.23941,-0.06044,-0.40988
0.24306,-0.06128,-0.40361
0.24367,-0.06128,-0.39703
0.24399,-0.05356,-0.38827999999999996
0.24416,-0.06031,-0.38101999999999997
0.2445,-0.06025,-0.37281000000000003
0.24636000000000002,-0.06044,-0.3613
0.2465,-0.05958,-0.35826
0.24762,-0.059570000000000005,-0.35025
0.24951,-0.06514,-0.34031
0.25104,-0.05982,-0.33659
0.25303000000000003,-0.05996,-0.32903
0.25601999999999997,-0.06659999999999999,-0.31956
0.25954000000000005,-0.06305,-0.31479
0.26291000000000003,-0.06504000000000001,-0.30863
0.2671,-0.06834,-0.30472000000000005
0.27176,-0.07274,-0.30042
0.27494,-0.07502,-0.29783
0.27532,-0.07709,-0.29345
0.27532,-0.07709,-0.29345
0.27532,-0.07709,-0.29345
0.27331,-0.07919,-0.28897000000000006
0.27641000000000004,-0.06548000000000001,-0.29514999999999997
0.27826999999999996,-0.06053,-0.29404
0.27629000000000004,-0.05308,-0.29364999999999997
0.27179000000000003,-0.04582,-0.29055000000000003
0.26919,-0.039740000000000004,-0.28948
0.26742000000000005,-0.0296,-0.28854
0.2665,-0.02271,-0.29022000000000003
0.26463,-0.02007,-0.28647000000000006
0.26408,-0.00924,-0.28742
0.26312,-0.00795,-0.28425
0.26325,-0.00441,-0.28253
0.26402,0.00396,-0.2859
0.26491000000000003,0.01174,-0.28720999999999997
0.26661,0.01558,-0.28784
0.26677999999999996,0.018690000000000002,-0.28645
0.26988,0.02911,-0.289
0.26959,0.03128,-0.28769
0.27094,0.039200000000000006,-0.28858
0.27054,0.04664,-0.29105000000000003
0.27054,0.04664,-0.29105000000000003
0.27054,0.04664,-0.29105000000000003
0.27021,0.054340000000000006,-0.2954
0.26746,0.05207,-0.29946
0.26585000000000003,0.05374,-0.30944
0.26137,0.05281,-0.31454000000000004
0.25561,0.05216,-0.32295999999999997
0.25296,0.05112,-0.3265
0.24888,0.0508,-0.33398
0.24955000000000002,0.05293,-0.33998
0.24417,0.050030000000000005,-0.34354
0.2417,0.05029,-0.34943
0.24287,0.05305,-0.3574
0.23791,0.050640000000000004,-0.36085
0.23672,0.0516,-0.36745
0.24121,0.05425,-0.37644
0.23632,0.05375,-0.38019000000000003
0.24159,0.05566,-0.38977
0.23663,0.05645000000000001,-0.39385000000000003
0.23939,0.060180000000000004,-0.40424000000000004
0.23356000000000002,0.0606,-0.405
0.23646,0.06089,-0.41141000000000005
0.23646,0.06089,-0.41141000000000005
0.23646,0.06089,-0.41141000000000005
0.23559000000000002,0.06007,-0.41207
0.2371,0.05447,-0.41364
0.23817,0.049640000000000004,-0.41577
0.2371,0.043250000000000004,-0.41488
0.23463,0.03508,-0.41378
0.2325,0.028050000000000002,-0.41301
0.23077,0.020489999999999998,-0.41269
0.22956000000000001,0.01453,-0.4123
0.22834000000000002,0.00634,-0.41183
0.22761,0.00087,-0.41201
0.22638,-0.00544,-0.41250000000000003
0.22659,-0.01156,-0.41298
0.22641,-0.01801,-0.41400000000000003
0.22694,-0.023030000000000002,-0.41428
0.22833,-0.02939,-0.41556
0.22941,-0.03483,-0.41684
0.23174,-0.04076,-0.41792
0.23627,-0.041310000000000006,-0.42066000000000003
0.23693,-0.052340000000000005,-0.42008999999999996
0.23573,-0.05621,-0.4183
0.23573,-0.05621,-0.4183
